Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,50
US National,Season onset,Bin,week,40,41,9.48431756487e-05
US National,Season onset,Bin,week,41,42,9.48431753831e-05
US National,Season onset,Bin,week,42,43,9.48431804003e-05
US National,Season onset,Bin,week,43,44,9.48431987999e-05
US National,Season onset,Bin,week,44,45,9.48437431997e-05
US National,Season onset,Bin,week,45,46,9.48555037533e-05
US National,Season onset,Bin,week,46,47,9.50499322603e-05
US National,Season onset,Bin,week,47,48,9.87601972327e-05
US National,Season onset,Bin,week,48,49,0.000100865715699
US National,Season onset,Bin,week,49,50,0.085643386249
US National,Season onset,Bin,week,50,51,0.780826233941
US National,Season onset,Bin,week,51,52,0.127089853348
US National,Season onset,Bin,week,52,53,9.48431741407e-05
US National,Season onset,Bin,week,1,2,9.48431741407e-05
US National,Season onset,Bin,week,2,3,9.48431741407e-05
US National,Season onset,Bin,week,3,4,9.48431741407e-05
US National,Season onset,Bin,week,4,5,9.48431741407e-05
US National,Season onset,Bin,week,5,6,9.48431741407e-05
US National,Season onset,Bin,week,6,7,9.48431741407e-05
US National,Season onset,Bin,week,7,8,9.48431741407e-05
US National,Season onset,Bin,week,8,9,9.48431741407e-05
US National,Season onset,Bin,week,9,10,0.00189686348281
US National,Season onset,Bin,week,10,11,0.00127089853348
US National,Season onset,Bin,week,11,12,0.00055957472743
US National,Season onset,Bin,week,12,13,0.000208654983109
US National,Season onset,Bin,week,13,14,0.000123296126383
US National,Season onset,Bin,week,14,15,9.48431741407e-05
US National,Season onset,Bin,week,15,16,9.48431741407e-05
US National,Season onset,Bin,week,16,17,9.48431741407e-05
US National,Season onset,Bin,week,17,18,9.48431741407e-05
US National,Season onset,Bin,week,18,19,9.48431741407e-05
US National,Season onset,Bin,week,19,20,9.48431741407e-05
US National,Season onset,Bin,week,20,21,9.48431741407e-05
US National,Season onset,Bin,week,none,none,0.0
HHS Region 1,Season onset,Point,week,NA,NA,52
HHS Region 1,Season onset,Bin,week,40,41,0.000128993844808
HHS Region 1,Season onset,Bin,week,41,42,0.000128994333599
HHS Region 1,Season onset,Bin,week,42,43,0.0001289942725
HHS Region 1,Season onset,Bin,week,43,44,0.000128993820368
HHS Region 1,Season onset,Bin,week,44,45,0.000129166889311
HHS Region 1,Season onset,Bin,week,45,46,0.000129168111291
HHS Region 1,Season onset,Bin,week,46,47,0.000129160779414
HHS Region 1,Season onset,Bin,week,47,48,0.000129230432241
HHS Region 1,Season onset,Bin,week,48,49,0.000129359962058
HHS Region 1,Season onset,Bin,week,49,50,0.000129502933649
HHS Region 1,Season onset,Bin,week,50,51,0.000201822118943
HHS Region 1,Season onset,Bin,week,51,52,0.0889668950718
HHS Region 1,Season onset,Bin,week,52,53,0.807490750734
HHS Region 1,Season onset,Bin,week,1,2,0.0945880003464
HHS Region 1,Season onset,Bin,week,2,3,0.000128992146256
HHS Region 1,Season onset,Bin,week,3,4,0.000128992146256
HHS Region 1,Season onset,Bin,week,4,5,0.000128992146256
HHS Region 1,Season onset,Bin,week,5,6,0.000128992146256
HHS Region 1,Season onset,Bin,week,6,7,0.000128992146256
HHS Region 1,Season onset,Bin,week,7,8,0.000128992146256
HHS Region 1,Season onset,Bin,week,8,9,0.000128992146256
HHS Region 1,Season onset,Bin,week,9,10,0.00293954478352
HHS Region 1,Season onset,Bin,week,10,11,0.00154648825896
HHS Region 1,Season onset,Bin,week,11,12,0.000678882879633
HHS Region 1,Season onset,Bin,week,12,13,0.000263409881082
HHS Region 1,Season onset,Bin,week,13,14,0.000202310910706
HHS Region 1,Season onset,Bin,week,14,15,0.000153431734406
HHS Region 1,Season onset,Bin,week,15,16,0.000128992146256
HHS Region 1,Season onset,Bin,week,16,17,0.000128992146256
HHS Region 1,Season onset,Bin,week,17,18,0.000128992146256
HHS Region 1,Season onset,Bin,week,18,19,0.000128992146256
HHS Region 1,Season onset,Bin,week,19,20,0.000128992146256
HHS Region 1,Season onset,Bin,week,20,21,0.000128992146256
HHS Region 1,Season onset,Bin,week,none,none,0.0
HHS Region 2,Season onset,Point,week,NA,NA,47
HHS Region 2,Season onset,Bin,week,40,41,0.00017221954018
HHS Region 2,Season onset,Bin,week,41,42,0.000172219540769
HHS Region 2,Season onset,Bin,week,42,43,0.000172219540826
HHS Region 2,Season onset,Bin,week,43,44,0.000172219547433
HHS Region 2,Season onset,Bin,week,44,45,0.000172220199713
HHS Region 2,Season onset,Bin,week,45,46,0.000172926848416
HHS Region 2,Season onset,Bin,week,46,47,0.0616571842234
HHS Region 2,Season onset,Bin,week,47,48,0.853411862809
HHS Region 2,Season onset,Bin,week,48,49,0.0724440201328
HHS Region 2,Season onset,Bin,week,49,50,0.000172219540175
HHS Region 2,Season onset,Bin,week,50,51,0.000172219540175
HHS Region 2,Season onset,Bin,week,51,52,0.000172219540175
HHS Region 2,Season onset,Bin,week,52,53,0.000172219540175
HHS Region 2,Season onset,Bin,week,1,2,0.000172219540175
HHS Region 2,Season onset,Bin,week,2,3,0.000172219540175
HHS Region 2,Season onset,Bin,week,3,4,0.000172219540175
HHS Region 2,Season onset,Bin,week,4,5,0.000172219540175
HHS Region 2,Season onset,Bin,week,5,6,0.000172219540175
HHS Region 2,Season onset,Bin,week,6,7,0.000172219540175
HHS Region 2,Season onset,Bin,week,7,8,0.000172219540175
HHS Region 2,Season onset,Bin,week,8,9,0.000172219540175
HHS Region 2,Season onset,Bin,week,9,10,0.00316171406362
HHS Region 2,Season onset,Bin,week,10,11,0.00197516211359
HHS Region 2,Season onset,Bin,week,11,12,0.00134336172462
HHS Region 2,Season onset,Bin,week,12,13,0.000834839460321
HHS Region 2,Season onset,Bin,week,13,14,0.000619102742134
HHS Region 2,Season onset,Bin,week,14,15,0.000310907430438
HHS Region 2,Season onset,Bin,week,15,16,0.00018762930576
HHS Region 2,Season onset,Bin,week,16,17,0.00021844883693
HHS Region 2,Season onset,Bin,week,17,18,0.000203039071345
HHS Region 2,Season onset,Bin,week,18,19,0.00018762930576
HHS Region 2,Season onset,Bin,week,19,20,0.000172219540175
HHS Region 2,Season onset,Bin,week,20,21,0.000172219540175
HHS Region 2,Season onset,Bin,week,none,none,0.0
HHS Region 3,Season onset,Point,week,NA,NA,51
HHS Region 3,Season onset,Bin,week,40,41,0.000159366687334
HHS Region 3,Season onset,Bin,week,41,42,0.00015936668734
HHS Region 3,Season onset,Bin,week,42,43,0.000159366694551
HHS Region 3,Season onset,Bin,week,43,44,0.0001593666944
HHS Region 3,Season onset,Bin,week,44,45,0.000159367562402
HHS Region 3,Season onset,Bin,week,45,46,0.000159367575989
HHS Region 3,Season onset,Bin,week,46,47,0.000159367648456
HHS Region 3,Season onset,Bin,week,47,48,0.000159376771731
HHS Region 3,Season onset,Bin,week,48,49,0.000159377013287
HHS Region 3,Season onset,Bin,week,49,50,0.000159466932573
HHS Region 3,Season onset,Bin,week,50,51,0.105236303012
HHS Region 3,Season onset,Bin,week,51,52,0.810456905398
HHS Region 3,Season onset,Bin,week,52,53,0.0785141511019
HHS Region 3,Season onset,Bin,week,1,2,0.00015936668676
HHS Region 3,Season onset,Bin,week,2,3,0.00015936668676
HHS Region 3,Season onset,Bin,week,3,4,0.00015936668676
HHS Region 3,Season onset,Bin,week,4,5,0.00015936668676
HHS Region 3,Season onset,Bin,week,5,6,0.00015936668676
HHS Region 3,Season onset,Bin,week,6,7,0.00015936668676
HHS Region 3,Season onset,Bin,week,7,8,0.00015936668676
HHS Region 3,Season onset,Bin,week,8,9,0.00015936668676
HHS Region 3,Season onset,Bin,week,9,10,0.000808548908312
HHS Region 3,Season onset,Bin,week,10,11,0.000416020123188
HHS Region 3,Season onset,Bin,week,11,12,0.000234852991592
HHS Region 3,Season onset,Bin,week,12,13,0.000189561208693
HHS Region 3,Season onset,Bin,week,13,14,0.00015936668676
HHS Region 3,Season onset,Bin,week,14,15,0.00015936668676
HHS Region 3,Season onset,Bin,week,15,16,0.00015936668676
HHS Region 3,Season onset,Bin,week,16,17,0.00015936668676
HHS Region 3,Season onset,Bin,week,17,18,0.00015936668676
HHS Region 3,Season onset,Bin,week,18,19,0.00015936668676
HHS Region 3,Season onset,Bin,week,19,20,0.00015936668676
HHS Region 3,Season onset,Bin,week,20,21,0.00015936668676
HHS Region 3,Season onset,Bin,week,none,none,0.0
HHS Region 4,Season onset,Point,week,NA,NA,45
HHS Region 4,Season onset,Bin,week,40,41,0.000335329220942
HHS Region 4,Season onset,Bin,week,41,42,0.000338897444155
HHS Region 4,Season onset,Bin,week,42,43,0.000339701550795
HHS Region 4,Season onset,Bin,week,43,44,0.0623182645703
HHS Region 4,Season onset,Bin,week,44,45,0.0974979300536
HHS Region 4,Season onset,Bin,week,45,46,0.82603613538
HHS Region 4,Season onset,Bin,week,46,47,0.000335044433174
HHS Region 4,Season onset,Bin,week,47,48,0.000335044433174
HHS Region 4,Season onset,Bin,week,48,49,0.000335044433174
HHS Region 4,Season onset,Bin,week,49,50,0.000335044433174
HHS Region 4,Season onset,Bin,week,50,51,0.000335044433174
HHS Region 4,Season onset,Bin,week,51,52,0.000335044433174
HHS Region 4,Season onset,Bin,week,52,53,0.000335044433174
HHS Region 4,Season onset,Bin,week,1,2,0.000335044433174
HHS Region 4,Season onset,Bin,week,2,3,0.000335044433174
HHS Region 4,Season onset,Bin,week,3,4,0.000335044433174
HHS Region 4,Season onset,Bin,week,4,5,0.000335044433174
HHS Region 4,Season onset,Bin,week,5,6,0.000335044433174
HHS Region 4,Season onset,Bin,week,6,7,0.000335044433174
HHS Region 4,Season onset,Bin,week,7,8,0.000335044433174
HHS Region 4,Season onset,Bin,week,8,9,0.000335044433174
HHS Region 4,Season onset,Bin,week,9,10,0.00271385990871
HHS Region 4,Season onset,Bin,week,10,11,0.00140718661933
HHS Region 4,Season onset,Bin,week,11,12,0.000737097752983
HHS Region 4,Season onset,Bin,week,12,13,0.000502566649761
HHS Region 4,Season onset,Bin,week,13,14,0.000368548876491
HHS Region 4,Season onset,Bin,week,14,15,0.000368548876491
HHS Region 4,Season onset,Bin,week,15,16,0.000335044433174
HHS Region 4,Season onset,Bin,week,16,17,0.000335044433174
HHS Region 4,Season onset,Bin,week,17,18,0.000335044433174
HHS Region 4,Season onset,Bin,week,18,19,0.000335044433174
HHS Region 4,Season onset,Bin,week,19,20,0.000335044433174
HHS Region 4,Season onset,Bin,week,20,21,0.000335044433174
HHS Region 4,Season onset,Bin,week,none,none,0.0
HHS Region 5,Season onset,Point,week,NA,NA,52
HHS Region 5,Season onset,Bin,week,40,41,0.000136276218049
HHS Region 5,Season onset,Bin,week,41,42,0.000136276218049
HHS Region 5,Season onset,Bin,week,42,43,0.000136276213659
HHS Region 5,Season onset,Bin,week,43,44,0.000136276335399
HHS Region 5,Season onset,Bin,week,44,45,0.000136277405624
