Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,49
US National,Season onset,Bin,week,40,41,0.0053985627736
US National,Season onset,Bin,week,41,42,0.00442029972067
US National,Season onset,Bin,week,42,43,0.00199275807079
US National,Season onset,Bin,week,43,44,0.000978263052935
US National,Season onset,Bin,week,44,45,0.00640510125197
US National,Season onset,Bin,week,45,46,0.0266004398039
US National,Season onset,Bin,week,46,47,0.0670292075724
US National,Season onset,Bin,week,47,48,0.111681463028
US National,Season onset,Bin,week,48,49,0.0718109646216
US National,Season onset,Bin,week,49,50,0.162662899277
US National,Season onset,Bin,week,50,51,0.140111233002
US National,Season onset,Bin,week,51,52,0.101122363375
US National,Season onset,Bin,week,52,53,0.0649726848666
US National,Season onset,Bin,week,1,2,0.0540789250457
US National,Season onset,Bin,week,2,3,0.0448733247897
US National,Season onset,Bin,week,3,4,0.0240116296781
US National,Season onset,Bin,week,4,5,0.0290567786195
US National,Season onset,Bin,week,5,6,0.0205787596975
US National,Season onset,Bin,week,6,7,0.01373692921
US National,Season onset,Bin,week,7,8,0.0100231962837
US National,Season onset,Bin,week,8,9,0.00697785253028
US National,Season onset,Bin,week,9,10,0.00903585350031
US National,Season onset,Bin,week,10,11,0.00662063434171
US National,Season onset,Bin,week,11,12,0.00441891565961
US National,Season onset,Bin,week,12,13,0.00214278739115
US National,Season onset,Bin,week,13,14,0.00231421893318
US National,Season onset,Bin,week,14,15,0.00238538575869
US National,Season onset,Bin,week,15,16,0.00170865236424
US National,Season onset,Bin,week,16,17,0.00135281823672
US National,Season onset,Bin,week,17,18,0.00138840164948
US National,Season onset,Bin,week,18,19,3.62319649235e-05
US National,Season onset,Bin,week,19,20,3.62319649235e-05
US National,Season onset,Bin,week,20,21,3.62319649235e-05
US National,Season onset,Bin,week,none,none,0.0
HHS Region 1,Season onset,Point,week,NA,NA,51
HHS Region 1,Season onset,Bin,week,40,41,0.0053015073163
HHS Region 1,Season onset,Bin,week,41,42,0.00588227325105
HHS Region 1,Season onset,Bin,week,42,43,0.00537410305814
HHS Region 1,Season onset,Bin,week,43,44,0.00591857112198
HHS Region 1,Season onset,Bin,week,44,45,0.0259152745418
HHS Region 1,Season onset,Bin,week,45,46,0.0255827698844
HHS Region 1,Season onset,Bin,week,46,47,0.0298243911506
HHS Region 1,Season onset,Bin,week,47,48,0.0495464241093
HHS Region 1,Season onset,Bin,week,48,49,0.0425156669902
HHS Region 1,Season onset,Bin,week,49,50,0.0781049562037
HHS Region 1,Season onset,Bin,week,50,51,0.0817514303738
HHS Region 1,Season onset,Bin,week,51,52,0.104440380445
HHS Region 1,Season onset,Bin,week,52,53,0.0697678325046
HHS Region 1,Season onset,Bin,week,1,2,0.0696463166818
HHS Region 1,Season onset,Bin,week,2,3,0.0761644347448
HHS Region 1,Season onset,Bin,week,3,4,0.0641305854497
HHS Region 1,Season onset,Bin,week,4,5,0.0455405848804
HHS Region 1,Season onset,Bin,week,5,6,0.0468370155513
HHS Region 1,Season onset,Bin,week,6,7,0.0382004281884
HHS Region 1,Season onset,Bin,week,7,8,0.0308746526576
HHS Region 1,Season onset,Bin,week,8,9,0.0224958584858
HHS Region 1,Season onset,Bin,week,9,10,0.0181948578752
HHS Region 1,Season onset,Bin,week,10,11,0.0113854058842
HHS Region 1,Season onset,Bin,week,11,12,0.00915376430044
HHS Region 1,Season onset,Bin,week,12,13,0.00773698257063
HHS Region 1,Season onset,Bin,week,13,14,0.00588248705423
HHS Region 1,Season onset,Bin,week,14,15,0.006069800228
HHS Region 1,Season onset,Bin,week,15,16,0.00509460696055
HHS Region 1,Season onset,Bin,week,16,17,0.00666920238407
HHS Region 1,Season onset,Bin,week,17,18,0.00588248705423
HHS Region 1,Season onset,Bin,week,18,19,3.83160325457e-05
HHS Region 1,Season onset,Bin,week,19,20,3.83160325457e-05
HHS Region 1,Season onset,Bin,week,20,21,3.83160325457e-05
HHS Region 1,Season onset,Bin,week,none,none,0.0
HHS Region 2,Season onset,Point,week,NA,NA,43
HHS Region 2,Season onset,Bin,week,40,41,0.0126048453991
HHS Region 2,Season onset,Bin,week,41,42,0.0136157817459
HHS Region 2,Season onset,Bin,week,42,43,0.0162875420912
HHS Region 2,Season onset,Bin,week,43,44,0.279593816153
HHS Region 2,Season onset,Bin,week,44,45,0.0139407255717
HHS Region 2,Season onset,Bin,week,45,46,0.0549437560756
HHS Region 2,Season onset,Bin,week,46,47,0.0758351857534
HHS Region 2,Season onset,Bin,week,47,48,0.0452077184598
HHS Region 2,Season onset,Bin,week,48,49,0.0425225639646
HHS Region 2,Season onset,Bin,week,49,50,0.0720135945929
HHS Region 2,Season onset,Bin,week,50,51,0.0475435951057
HHS Region 2,Season onset,Bin,week,51,52,0.0485119275909
HHS Region 2,Season onset,Bin,week,52,53,0.0264201554554
HHS Region 2,Season onset,Bin,week,1,2,0.0283455558915
HHS Region 2,Season onset,Bin,week,2,3,0.0316687556872
HHS Region 2,Season onset,Bin,week,3,4,0.0300700325265
HHS Region 2,Season onset,Bin,week,4,5,0.0273296008465
HHS Region 2,Season onset,Bin,week,5,6,0.025859338592
HHS Region 2,Season onset,Bin,week,6,7,0.0219972731853
HHS Region 2,Season onset,Bin,week,7,8,0.0171559354196
HHS Region 2,Season onset,Bin,week,8,9,0.0138295218803
HHS Region 2,Season onset,Bin,week,9,10,0.0125197091809
HHS Region 2,Season onset,Bin,week,10,11,0.00951766165083
HHS Region 2,Season onset,Bin,week,11,12,0.0066555927173
HHS Region 2,Season onset,Bin,week,12,13,0.0050249524129
HHS Region 2,Season onset,Bin,week,13,14,0.00463816090517
HHS Region 2,Season onset,Bin,week,14,15,0.00503325635959
HHS Region 2,Season onset,Bin,week,15,16,0.00427859250374
HHS Region 2,Season onset,Bin,week,16,17,0.00371925593428
HHS Region 2,Season onset,Bin,week,17,18,0.00315843907095
HHS Region 2,Season onset,Bin,week,18,19,7.64556717193e-05
HHS Region 2,Season onset,Bin,week,19,20,4.03508021881e-05
HHS Region 2,Season onset,Bin,week,20,21,4.03508021881e-05
HHS Region 2,Season onset,Bin,week,none,none,0.0
HHS Region 3,Season onset,Point,week,NA,NA,46
HHS Region 3,Season onset,Bin,week,40,41,0.0119138058772
HHS Region 3,Season onset,Bin,week,41,42,0.0151913257484
HHS Region 3,Season onset,Bin,week,42,43,0.0161781059246
HHS Region 3,Season onset,Bin,week,43,44,0.0187507828128
HHS Region 3,Season onset,Bin,week,44,45,0.0838947578066
HHS Region 3,Season onset,Bin,week,45,46,0.0801705939079
HHS Region 3,Season onset,Bin,week,46,47,0.107594605885
HHS Region 3,Season onset,Bin,week,47,48,0.10622573704
HHS Region 3,Season onset,Bin,week,48,49,0.0633380978752
HHS Region 3,Season onset,Bin,week,49,50,0.105240284238
HHS Region 3,Season onset,Bin,week,50,51,0.0866393093508
HHS Region 3,Season onset,Bin,week,51,52,0.0507839945403
HHS Region 3,Season onset,Bin,week,52,53,0.0384020313363
HHS Region 3,Season onset,Bin,week,1,2,0.0343174816997
HHS Region 3,Season onset,Bin,week,2,3,0.0266823241613
HHS Region 3,Season onset,Bin,week,3,4,0.0192913839014
HHS Region 3,Season onset,Bin,week,4,5,0.0215774335401
HHS Region 3,Season onset,Bin,week,5,6,0.0178073200054
HHS Region 3,Season onset,Bin,week,6,7,0.0152718320822
HHS Region 3,Season onset,Bin,week,7,8,0.0133360801359
HHS Region 3,Season onset,Bin,week,8,9,0.0111156477561
HHS Region 3,Season onset,Bin,week,9,10,0.00914606952671
HHS Region 3,Season onset,Bin,week,10,11,0.00808907052701
HHS Region 3,Season onset,Bin,week,11,12,0.00671692749235
HHS Region 3,Season onset,Bin,week,12,13,0.00664635470241
HHS Region 3,Season onset,Bin,week,13,14,0.00618918017132
HHS Region 3,Season onset,Bin,week,14,15,0.00703277946032
HHS Region 3,Season onset,Bin,week,15,16,0.00432594783082
HHS Region 3,Season onset,Bin,week,16,17,0.00320103078999
HHS Region 3,Season onset,Bin,week,17,18,0.00481809903618
HHS Region 3,Season onset,Bin,week,18,19,3.72016126457e-05
HHS Region 3,Season onset,Bin,week,19,20,3.72016126457e-05
HHS Region 3,Season onset,Bin,week,20,21,3.72016126457e-05
HHS Region 3,Season onset,Bin,week,none,none,0.0
HHS Region 4,Season onset,Point,week,NA,NA,44
HHS Region 4,Season onset,Bin,week,40,41,0.00344605546551
HHS Region 4,Season onset,Bin,week,41,42,0.00373026622555
HHS Region 4,Season onset,Bin,week,42,43,0.00373026622555
HHS Region 4,Season onset,Bin,week,43,44,0.00699868996603
HHS Region 4,Season onset,Bin,week,44,45,0.205168418856
HHS Region 4,Season onset,Bin,week,45,46,0.118595483713
HHS Region 4,Season onset,Bin,week,46,47,0.122569350534
HHS Region 4,Season onset,Bin,week,47,48,0.0969576446033
HHS Region 4,Season onset,Bin,week,48,49,0.0605301631991
HHS Region 4,Season onset,Bin,week,49,50,0.0637310193841
HHS Region 4,Season onset,Bin,week,50,51,0.052329972245
HHS Region 4,Season onset,Bin,week,51,52,0.0302686200235
HHS Region 4,Season onset,Bin,week,52,53,0.0254418331594
