Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,49
US National,Season onset,Bin,week,40,41,3.90569059477e-05
US National,Season onset,Bin,week,41,42,3.90569099198e-05
US National,Season onset,Bin,week,42,43,3.90569074983e-05
US National,Season onset,Bin,week,43,44,3.90569062485e-05
US National,Season onset,Bin,week,44,45,3.90571669924e-05
US National,Season onset,Bin,week,45,46,3.90574911647e-05
US National,Season onset,Bin,week,46,47,0.00933460036935
US National,Season onset,Bin,week,47,48,0.075191768393
US National,Season onset,Bin,week,48,49,0.0996700589241
US National,Season onset,Bin,week,49,50,0.20056248184
US National,Season onset,Bin,week,50,51,0.150846634477
US National,Season onset,Bin,week,51,52,0.0846486168066
US National,Season onset,Bin,week,52,53,0.123328271579
US National,Season onset,Bin,week,1,2,0.0541007660376
US National,Season onset,Bin,week,2,3,0.030284958752
US National,Season onset,Bin,week,3,4,0.0239304002493
US National,Season onset,Bin,week,4,5,0.02716384333
US National,Season onset,Bin,week,5,6,0.0237237111068
US National,Season onset,Bin,week,6,7,0.021240590242
US National,Season onset,Bin,week,7,8,0.0203548186884
US National,Season onset,Bin,week,8,9,0.0172927182497
US National,Season onset,Bin,week,9,10,0.0129517384974
US National,Season onset,Bin,week,10,11,0.00649340579806
US National,Season onset,Bin,week,11,12,0.00295320978291
US National,Season onset,Bin,week,12,13,0.00327933494654
US National,Season onset,Bin,week,13,14,0.00203892668931
US National,Season onset,Bin,week,14,15,0.00170452146552
US National,Season onset,Bin,week,15,16,0.00271828250218
US National,Season onset,Bin,week,16,17,0.00257345949694
US National,Season onset,Bin,week,17,18,0.00326136877181
US National,Season onset,Bin,week,18,19,3.90569053111e-05
US National,Season onset,Bin,week,19,20,3.90569053111e-05
US National,Season onset,Bin,week,20,21,3.90569053111e-05
US National,Season onset,Bin,week,none,none,0.0
HHS Region 1,Season onset,Point,week,NA,NA,51
HHS Region 1,Season onset,Bin,week,40,41,4.19612370344e-05
HHS Region 1,Season onset,Bin,week,41,42,4.19612290843e-05
HHS Region 1,Season onset,Bin,week,42,43,4.19613443608e-05
HHS Region 1,Season onset,Bin,week,43,44,4.19612887101e-05
HHS Region 1,Season onset,Bin,week,44,45,4.20151347999e-05
HHS Region 1,Season onset,Bin,week,45,46,4.20175198327e-05
HHS Region 1,Season onset,Bin,week,46,47,0.00572628878084
HHS Region 1,Season onset,Bin,week,47,48,0.0861353016153
HHS Region 1,Season onset,Bin,week,48,49,0.0652639498411
HHS Region 1,Season onset,Bin,week,49,50,0.0844234858788
HHS Region 1,Season onset,Bin,week,50,51,0.091918511881
HHS Region 1,Season onset,Bin,week,51,52,0.112083217188
HHS Region 1,Season onset,Bin,week,52,53,0.0740261255522
HHS Region 1,Season onset,Bin,week,1,2,0.0675917430512
HHS Region 1,Season onset,Bin,week,2,3,0.0820342512713
HHS Region 1,Season onset,Bin,week,3,4,0.07211112278
HHS Region 1,Season onset,Bin,week,4,5,0.0521975472411
HHS Region 1,Season onset,Bin,week,5,6,0.0441160090751
HHS Region 1,Season onset,Bin,week,6,7,0.0367830876974
HHS Region 1,Season onset,Bin,week,7,8,0.0313948406429
HHS Region 1,Season onset,Bin,week,8,9,0.0220471516668
HHS Region 1,Season onset,Bin,week,9,10,0.0194056774034
HHS Region 1,Season onset,Bin,week,10,11,0.0117053660698
HHS Region 1,Season onset,Bin,week,11,12,0.00910829338957
HHS Region 1,Season onset,Bin,week,12,13,0.00659094377919
HHS Region 1,Season onset,Bin,week,13,14,0.00602347447278
HHS Region 1,Season onset,Bin,week,14,15,0.00424599452062
HHS Region 1,Season onset,Bin,week,15,16,0.00540961103103
HHS Region 1,Season onset,Bin,week,16,17,0.00480903476759
HHS Region 1,Season onset,Bin,week,17,18,0.00447121061941
HHS Region 1,Season onset,Bin,week,18,19,4.19606765517e-05
HHS Region 1,Season onset,Bin,week,19,20,4.19606765517e-05
HHS Region 1,Season onset,Bin,week,20,21,4.19606765517e-05
HHS Region 1,Season onset,Bin,week,none,none,0.0
HHS Region 2,Season onset,Point,week,NA,NA,47
HHS Region 2,Season onset,Bin,week,40,41,5.65445336214e-05
HHS Region 2,Season onset,Bin,week,41,42,5.65445539559e-05
HHS Region 2,Season onset,Bin,week,42,43,5.654455431e-05
HHS Region 2,Season onset,Bin,week,43,44,5.65447505159e-05
HHS Region 2,Season onset,Bin,week,44,45,5.65466786764e-05
HHS Region 2,Season onset,Bin,week,45,46,0.0213568743373
HHS Region 2,Season onset,Bin,week,46,47,0.0203449821851
HHS Region 2,Season onset,Bin,week,47,48,0.227703503849
HHS Region 2,Season onset,Bin,week,48,49,0.0647629924398
HHS Region 2,Season onset,Bin,week,49,50,0.118619121252
HHS Region 2,Season onset,Bin,week,50,51,0.080282420623
HHS Region 2,Season onset,Bin,week,51,52,0.0852600383528
HHS Region 2,Season onset,Bin,week,52,53,0.0433127447084
HHS Region 2,Season onset,Bin,week,1,2,0.0383249264616
HHS Region 2,Season onset,Bin,week,2,3,0.0495982937506
HHS Region 2,Season onset,Bin,week,3,4,0.0381860948191
HHS Region 2,Season onset,Bin,week,4,5,0.0362502241133
HHS Region 2,Season onset,Bin,week,5,6,0.0324604053647
HHS Region 2,Season onset,Bin,week,6,7,0.0304558876126
