Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,49
US National,Season onset,Bin,week,40,41,0.0
US National,Season onset,Bin,week,41,42,0.0
US National,Season onset,Bin,week,42,43,0.0
US National,Season onset,Bin,week,43,44,0.0
US National,Season onset,Bin,week,44,45,0.0
US National,Season onset,Bin,week,45,46,0.0
US National,Season onset,Bin,week,46,47,0.00706248574308
US National,Season onset,Bin,week,47,48,0.239755247973
US National,Season onset,Bin,week,48,49,0.0481348296093
US National,Season onset,Bin,week,49,50,0.345705061946
US National,Season onset,Bin,week,50,51,0.132573623292
US National,Season onset,Bin,week,51,52,0.217001768942
US National,Season onset,Bin,week,52,53,0.00264050076777
US National,Season onset,Bin,week,1,2,8.02255124024e-05
US National,Season onset,Bin,week,2,3,0.00159600148158
US National,Season onset,Bin,week,3,4,0.00186702814807
US National,Season onset,Bin,week,4,5,0.0014021720609
US National,Season onset,Bin,week,5,6,0.000812104375492
US National,Season onset,Bin,week,6,7,0.00100631462485
US National,Season onset,Bin,week,7,8,0.000273496065008
US National,Season onset,Bin,week,8,9,5.87859358121e-05
US National,Season onset,Bin,week,9,10,2.57346773551e-05
US National,Season onset,Bin,week,10,11,2.88495684994e-06
US National,Season onset,Bin,week,11,12,1.3329003628e-06
US National,Season onset,Bin,week,12,13,3.66457781686e-07
US National,Season onset,Bin,week,13,14,1.39717019161e-08
US National,Season onset,Bin,week,14,15,7.98382966636e-09
US National,Season onset,Bin,week,15,16,1.25745317245e-08
US National,Season onset,Bin,week,16,17,0.0
US National,Season onset,Bin,week,17,18,0.0
US National,Season onset,Bin,week,18,19,0.0
US National,Season onset,Bin,week,19,20,0.0
US National,Season onset,Bin,week,20,21,0.0
US National,Season onset,Bin,week,none,none,0.0
HHS Region 1,Season onset,Point,week,NA,NA,51
HHS Region 1,Season onset,Bin,week,40,41,0.0
HHS Region 1,Season onset,Bin,week,41,42,0.0
HHS Region 1,Season onset,Bin,week,42,43,0.0
HHS Region 1,Season onset,Bin,week,43,44,0.0
HHS Region 1,Season onset,Bin,week,44,45,0.0
HHS Region 1,Season onset,Bin,week,45,46,0.0
HHS Region 1,Season onset,Bin,week,46,47,0.132970641334
HHS Region 1,Season onset,Bin,week,47,48,0.0770441904249
HHS Region 1,Season onset,Bin,week,48,49,0.0346046451954
HHS Region 1,Season onset,Bin,week,49,50,0.132097785089
HHS Region 1,Season onset,Bin,week,50,51,0.157227969155
HHS Region 1,Season onset,Bin,week,51,52,0.196948265583
HHS Region 1,Season onset,Bin,week,52,53,0.0769783362203
HHS Region 1,Season onset,Bin,week,1,2,0.0403369727457
HHS Region 1,Season onset,Bin,week,2,3,0.0691125412781
HHS Region 1,Season onset,Bin,week,3,4,0.0503513372072
HHS Region 1,Season onset,Bin,week,4,5,0.0136535146763
HHS Region 1,Season onset,Bin,week,5,6,0.00819401790165
HHS Region 1,Season onset,Bin,week,6,7,0.00610474176734
HHS Region 1,Season onset,Bin,week,7,8,0.00162916601578
HHS Region 1,Season onset,Bin,week,8,9,0.00131320912995
HHS Region 1,Season onset,Bin,week,9,10,0.000822623756603
HHS Region 1,Season onset,Bin,week,10,11,0.00048033415551
HHS Region 1,Season onset,Bin,week,11,12,8.34668593792e-05
HHS Region 1,Season onset,Bin,week,12,13,3.64819295243e-05
HHS Region 1,Season onset,Bin,week,13,14,7.53159011128e-06
HHS Region 1,Season onset,Bin,week,14,15,1.43310490424e-06
HHS Region 1,Season onset,Bin,week,15,16,4.01905599344e-07
HHS Region 1,Season onset,Bin,week,16,17,2.89372031528e-07
HHS Region 1,Season onset,Bin,week,17,18,1.03602332275e-07
HHS Region 1,Season onset,Bin,week,18,19,0.0
HHS Region 1,Season onset,Bin,week,19,20,0.0
HHS Region 1,Season onset,Bin,week,20,21,0.0
HHS Region 1,Season onset,Bin,week,none,none,0.0
HHS Region 2,Season onset,Point,week,NA,NA,46
HHS Region 2,Season onset,Bin,week,40,41,0.0
HHS Region 2,Season onset,Bin,week,41,42,0.0
HHS Region 2,Season onset,Bin,week,42,43,0.0
HHS Region 2,Season onset,Bin,week,43,44,0.0
HHS Region 2,Season onset,Bin,week,44,45,0.0
HHS Region 2,Season onset,Bin,week,45,46,0.0
HHS Region 2,Season onset,Bin,week,46,47,0.608720409502
HHS Region 2,Season onset,Bin,week,47,48,0.053848319251
HHS Region 2,Season onset,Bin,week,48,49,0.0454210032913
HHS Region 2,Season onset,Bin,week,49,50,0.134313000121
HHS Region 2,Season onset,Bin,week,50,51,0.0471012653451
HHS Region 2,Season onset,Bin,week,51,52,0.0509857306756
HHS Region 2,Season onset,Bin,week,52,53,0.00952935833625
HHS Region 2,Season onset,Bin,week,1,2,0.00749768887276
HHS Region 2,Season onset,Bin,week,2,3,0.0152471148673
HHS Region 2,Season onset,Bin,week,3,4,0.00870229461393
HHS Region 2,Season onset,Bin,week,4,5,0.00665018482772
HHS Region 2,Season onset,Bin,week,5,6,0.00411444515083
HHS Region 2,Season onset,Bin,week,6,7,0.00385781981298
HHS Region 2,Season onset,Bin,week,7,8,0.00128474266454
HHS Region 2,Season onset,Bin,week,8,9,0.00140076975631
HHS Region 2,Season onset,Bin,week,9,10,0.00100921888752
HHS Region 2,Season onset,Bin,week,10,11,0.000224074724747
HHS Region 2,Season onset,Bin,week,11,12,6.79603952833e-05
HHS Region 2,Season onset,Bin,week,12,13,9.57028301923e-06
HHS Region 2,Season onset,Bin,week,13,14,8.46151804135e-06
HHS Region 2,Season onset,Bin,week,14,15,2.33607221648e-06
HHS Region 2,Season onset,Bin,week,15,16,3.09371725966e-06
HHS Region 2,Season onset,Bin,week,16,17,6.18499773389e-07
HHS Region 2,Season onset,Bin,week,17,18,5.18813627369e-07
HHS Region 2,Season onset,Bin,week,18,19,0.0
HHS Region 2,Season onset,Bin,week,19,20,0.0
HHS Region 2,Season onset,Bin,week,20,21,0.0
HHS Region 2,Season onset,Bin,week,none,none,0.0
HHS Region 3,Season onset,Point,week,NA,NA,50
HHS Region 3,Season onset,Bin,week,40,41,0.0
HHS Region 3,Season onset,Bin,week,41,42,0.0
HHS Region 3,Season onset,Bin,week,42,43,0.0
HHS Region 3,Season onset,Bin,week,43,44,0.0
HHS Region 3,Season onset,Bin,week,44,45,0.0
HHS Region 3,Season onset,Bin,week,45,46,0.0
HHS Region 3,Season onset,Bin,week,46,47,0.106075271199
HHS Region 3,Season onset,Bin,week,47,48,0.184882217242
HHS Region 3,Season onset,Bin,week,48,49,0.0627789239864
HHS Region 3,Season onset,Bin,week,49,50,0.228778347946
HHS Region 3,Season onset,Bin,week,50,51,0.323495320015
HHS Region 3,Season onset,Bin,week,51,52,0.0761971149082
HHS Region 3,Season onset,Bin,week,52,53,0.00322282919048
HHS Region 3,Season onset,Bin,week,1,2,0.00133006338839
HHS Region 3,Season onset,Bin,week,2,3,0.00628707582623
HHS Region 3,Season onset,Bin,week,3,4,0.00500325834093
HHS Region 3,Season onset,Bin,week,4,5,0.000921465726036
HHS Region 3,Season onset,Bin,week,5,6,0.000166265786257
HHS Region 3,Season onset,Bin,week,6,7,0.000307464495338
HHS Region 3,Season onset,Bin,week,7,8,0.000345071272821
HHS Region 3,Season onset,Bin,week,8,9,9.80996951114e-05
HHS Region 3,Season onset,Bin,week,9,10,7.07432063808e-05
HHS Region 3,Season onset,Bin,week,10,11,2.50361864096e-05
HHS Region 3,Season onset,Bin,week,11,12,5.6247159791e-06
