Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,Season onset,Point,week,NA,NA,49
US National,Season onset,Bin,week,40,41,0.0
US National,Season onset,Bin,week,41,42,0.0
US National,Season onset,Bin,week,42,43,0.0
US National,Season onset,Bin,week,43,44,0.0
US National,Season onset,Bin,week,44,45,2.31661975533e-05
US National,Season onset,Bin,week,45,46,0.00191541176254
US National,Season onset,Bin,week,46,47,0.0103890178368
US National,Season onset,Bin,week,47,48,0.0888137859448
US National,Season onset,Bin,week,48,49,0.043664199292
US National,Season onset,Bin,week,49,50,0.388324850286
US National,Season onset,Bin,week,50,51,0.358150038376
US National,Season onset,Bin,week,51,52,0.0963088506111
US National,Season onset,Bin,week,52,53,0.00208688890239
US National,Season onset,Bin,week,1,2,0.000649981942822
US National,Season onset,Bin,week,2,3,0.00631136090682
US National,Season onset,Bin,week,3,4,0.00113762164002
US National,Season onset,Bin,week,4,5,0.00146613233941
US National,Season onset,Bin,week,5,6,0.000516025976002
US National,Season onset,Bin,week,6,7,0.000123633503283
US National,Season onset,Bin,week,7,8,4.82182234333e-05
US National,Season onset,Bin,week,8,9,3.37227365555e-06
US National,Season onset,Bin,week,9,10,4.70810729197e-05
US National,Season onset,Bin,week,10,11,1.71480115385e-05
US National,Season onset,Bin,week,11,12,2.84742224102e-06
US National,Season onset,Bin,week,12,13,2.67798202058e-07
US National,Season onset,Bin,week,13,14,4.03350378408e-08
US National,Season onset,Bin,week,14,15,4.16574980979e-08
US National,Season onset,Bin,week,15,16,0.0
US National,Season onset,Bin,week,16,17,1.15715272494e-08
US National,Season onset,Bin,week,17,18,6.11637868898e-09
US National,Season onset,Bin,week,18,19,0.0
US National,Season onset,Bin,week,19,20,0.0
US National,Season onset,Bin,week,20,21,0.0
US National,Season onset,Bin,week,none,none,0.0
HHS Region 1,Season onset,Point,week,NA,NA,51
HHS Region 1,Season onset,Bin,week,40,41,0.0
HHS Region 1,Season onset,Bin,week,41,42,0.0
HHS Region 1,Season onset,Bin,week,42,43,0.0
HHS Region 1,Season onset,Bin,week,43,44,0.0
HHS Region 1,Season onset,Bin,week,44,45,0.00457472483351
HHS Region 1,Season onset,Bin,week,45,46,0.00430934657821
HHS Region 1,Season onset,Bin,week,46,47,0.00686812118597
HHS Region 1,Season onset,Bin,week,47,48,0.0268539900516
HHS Region 1,Season onset,Bin,week,48,49,0.0219136747108
HHS Region 1,Season onset,Bin,week,49,50,0.122607449255
HHS Region 1,Season onset,Bin,week,50,51,0.154965942198
HHS Region 1,Season onset,Bin,week,51,52,0.242947859915
HHS Region 1,Season onset,Bin,week,52,53,0.101046624343
HHS Region 1,Season onset,Bin,week,1,2,0.100019588601
HHS Region 1,Season onset,Bin,week,2,3,0.0959122844947
HHS Region 1,Season onset,Bin,week,3,4,0.0563298055551
HHS Region 1,Season onset,Bin,week,4,5,0.0229241282374
HHS Region 1,Season onset,Bin,week,5,6,0.0226242047436
HHS Region 1,Season onset,Bin,week,6,7,0.00902237257741
HHS Region 1,Season onset,Bin,week,7,8,0.00336974215738
HHS Region 1,Season onset,Bin,week,8,9,0.00163452607345
HHS Region 1,Season onset,Bin,week,9,10,0.00150113615933
HHS Region 1,Season onset,Bin,week,10,11,0.000391567700163
HHS Region 1,Season onset,Bin,week,11,12,0.000139151487085
HHS Region 1,Season onset,Bin,week,12,13,3.856991435e-05
HHS Region 1,Season onset,Bin,week,13,14,1.82682350069e-06
HHS Region 1,Season onset,Bin,week,14,15,9.85647565044e-07
HHS Region 1,Season onset,Bin,week,15,16,1.28309213449e-06
HHS Region 1,Season onset,Bin,week,16,17,1.09366373656e-06
HHS Region 1,Season onset,Bin,week,17,18,0.0
HHS Region 1,Season onset,Bin,week,18,19,0.0
HHS Region 1,Season onset,Bin,week,19,20,0.0
HHS Region 1,Season onset,Bin,week,20,21,0.0
HHS Region 1,Season onset,Bin,week,none,none,0.0
HHS Region 2,Season onset,Point,week,NA,NA,43
HHS Region 2,Season onset,Bin,week,40,41,0.0
HHS Region 2,Season onset,Bin,week,41,42,0.0
HHS Region 2,Season onset,Bin,week,42,43,0.0
HHS Region 2,Season onset,Bin,week,43,44,0.875895772306
HHS Region 2,Season onset,Bin,week,44,45,0.0
HHS Region 2,Season onset,Bin,week,45,46,0.0194211651347
HHS Region 2,Season onset,Bin,week,46,47,0.0317293858733
HHS Region 2,Season onset,Bin,week,47,48,0.0108023473131
HHS Region 2,Season onset,Bin,week,48,49,0.00801077788421
HHS Region 2,Season onset,Bin,week,49,50,0.0231250804362
HHS Region 2,Season onset,Bin,week,50,51,0.0101264668402
HHS Region 2,Season onset,Bin,week,51,52,0.00837079090282
HHS Region 2,Season onset,Bin,week,52,53,0.00144399355734
HHS Region 2,Season onset,Bin,week,1,2,0.00170020984226
HHS Region 2,Season onset,Bin,week,2,3,0.00283155970296
HHS Region 2,Season onset,Bin,week,3,4,0.00223966028544
HHS Region 2,Season onset,Bin,week,4,5,0.00174440872329
HHS Region 2,Season onset,Bin,week,5,6,0.00124085588233
HHS Region 2,Season onset,Bin,week,6,7,0.000715368643346
HHS Region 2,Season onset,Bin,week,7,8,0.000235439814228
HHS Region 2,Season onset,Bin,week,8,9,0.00011808545108
HHS Region 2,Season onset,Bin,week,9,10,0.000159635547868
HHS Region 2,Season onset,Bin,week,10,11,6.26682749705e-05
HHS Region 2,Season onset,Bin,week,11,12,1.95646467191e-05
HHS Region 2,Season onset,Bin,week,12,13,3.34179770889e-06
HHS Region 2,Season onset,Bin,week,13,14,1.80251543198e-06
HHS Region 2,Season onset,Bin,week,14,15,6.26252934102e-07
HHS Region 2,Season onset,Bin,week,15,16,6.01908987e-07
HHS Region 2,Season onset,Bin,week,16,17,3.07244235277e-07
HHS Region 2,Season onset,Bin,week,17,18,8.3218397476e-08
HHS Region 2,Season onset,Bin,week,18,19,0.0
HHS Region 2,Season onset,Bin,week,19,20,0.0
HHS Region 2,Season onset,Bin,week,20,21,0.0
HHS Region 2,Season onset,Bin,week,none,none,0.0
HHS Region 3,Season onset,Point,week,NA,NA,49
HHS Region 3,Season onset,Bin,week,40,41,0.0
HHS Region 3,Season onset,Bin,week,41,42,0.0
HHS Region 3,Season onset,Bin,week,42,43,0.0
HHS Region 3,Season onset,Bin,week,43,44,0.0
HHS Region 3,Season onset,Bin,week,44,45,0.136584263915
HHS Region 3,Season onset,Bin,week,45,46,0.107681030311
HHS Region 3,Season onset,Bin,week,46,47,0.17070805096
HHS Region 3,Season onset,Bin,week,47,48,0.182521149707
HHS Region 3,Season onset,Bin,week,48,49,0.0612538636766
HHS Region 3,Season onset,Bin,week,49,50,0.187319721915
HHS Region 3,Season onset,Bin,week,50,51,0.119315691986
HHS Region 3,Season onset,Bin,week,51,52,0.0296426961909
HHS Region 3,Season onset,Bin,week,52,53,0.00182121202824
HHS Region 3,Season onset,Bin,week,1,2,0.00047399401348
HHS Region 3,Season onset,Bin,week,2,3,0.00128675508933
HHS Region 3,Season onset,Bin,week,3,4,0.000610509348158
HHS Region 3,Season onset,Bin,week,4,5,0.000339019366168
HHS Region 3,Season onset,Bin,week,5,6,0.000204163661051
HHS Region 3,Season onset,Bin,week,6,7,7.22943793299e-05
HHS Region 3,Season onset,Bin,week,7,8,0.000112629405309
HHS Region 3,Season onset,Bin,week,8,9,8.61221496715e-06
HHS Region 3,Season onset,Bin,week,9,10,3.02939673373e-05
