Location,Target,Type,Unit,Bin_start_incl,Bin_end_notincl,Value
US National,1 wk ahead,Point,percent,NA,NA,4.7
US National,1 wk ahead,Bin,percent,0.0,0.1,0.0001153328048530966
US National,1 wk ahead,Bin,percent,0.1,0.2,0.0002050429757218808
US National,1 wk ahead,Bin,percent,0.2,0.3,0.00030750391306355596
US National,1 wk ahead,Bin,percent,0.3,0.4,0.0003994235521531664
US National,1 wk ahead,Bin,percent,0.4,0.5,0.0010308082273695618
US National,1 wk ahead,Bin,percent,0.5,0.6,0.0016504235536558554
US National,1 wk ahead,Bin,percent,0.6,0.7,0.0011202393070561813
US National,1 wk ahead,Bin,percent,0.7,0.8,0.0006552379782078788
US National,1 wk ahead,Bin,percent,0.8,0.9,0.0005797715748485643
US National,1 wk ahead,Bin,percent,0.9,1.0,0.00028301638121774886
US National,1 wk ahead,Bin,percent,1.0,1.1,0.00010281730010319735
US National,1 wk ahead,Bin,percent,1.1,1.2,5.15857736900216e-05
US National,1 wk ahead,Bin,percent,1.2,1.3,2.5410137823200788e-05
US National,1 wk ahead,Bin,percent,1.3,1.4,1.9384601273486624e-05
US National,1 wk ahead,Bin,percent,1.4,1.5,2.7631096600089222e-05
US National,1 wk ahead,Bin,percent,1.5,1.6,3.0098435445324867e-05
US National,1 wk ahead,Bin,percent,1.6,1.7,0.00010912200787061009
US National,1 wk ahead,Bin,percent,1.7,1.8,0.00038025557410037436
US National,1 wk ahead,Bin,percent,1.8,1.9,0.000535667066287715
US National,1 wk ahead,Bin,percent,1.9,2.0,0.0003808515539276414
US National,1 wk ahead,Bin,percent,2.0,2.1,0.000284453752101399
US National,1 wk ahead,Bin,percent,2.1,2.2,0.00031559817580273375
US National,1 wk ahead,Bin,percent,2.2,2.3,0.0003257773714722134
US National,1 wk ahead,Bin,percent,2.3,2.4,0.0006783876160625368
US National,1 wk ahead,Bin,percent,2.4,2.5,0.0017426831036573276
US National,1 wk ahead,Bin,percent,2.5,2.6,0.0026196551334578544
US National,1 wk ahead,Bin,percent,2.6,2.7,0.0027907731710001826
US National,1 wk ahead,Bin,percent,2.7,2.8,0.0030095094116404653
US National,1 wk ahead,Bin,percent,2.8,2.9,0.0039270949782803655
US National,1 wk ahead,Bin,percent,2.9,3.0,0.00590949080651626
US National,1 wk ahead,Bin,percent,3.0,3.1,0.006880852393805981
US National,1 wk ahead,Bin,percent,3.1,3.2,0.006356247351504862
US National,1 wk ahead,Bin,percent,3.2,3.3,0.007355881622061133
US National,1 wk ahead,Bin,percent,3.3,3.4,0.008213828084990382
US National,1 wk ahead,Bin,percent,3.4,3.5,0.007759789936244488
US National,1 wk ahead,Bin,percent,3.5,3.6,0.009025001083500683
US National,1 wk ahead,Bin,percent,3.6,3.7,0.016435119090601802
US National,1 wk ahead,Bin,percent,3.7,3.8,0.02514543104916811
US National,1 wk ahead,Bin,percent,3.8,3.9,0.02354232221841812
US National,1 wk ahead,Bin,percent,3.9,4.0,0.017542707035318017
US National,1 wk ahead,Bin,percent,4.0,4.1,0.01463057124055922
US National,1 wk ahead,Bin,percent,4.1,4.2,0.015888358233496547
US National,1 wk ahead,Bin,percent,4.2,4.3,0.020317367976531386
US National,1 wk ahead,Bin,percent,4.3,4.4,0.02117231208831072
US National,1 wk ahead,Bin,percent,4.4,4.5,0.022519191727042198
US National,1 wk ahead,Bin,percent,4.5,4.6,0.03061531763523817
US National,1 wk ahead,Bin,percent,4.6,4.7,0.04077957756817341
US National,1 wk ahead,Bin,percent,4.7,4.8,0.04190170764923096
US National,1 wk ahead,Bin,percent,4.8,4.9,0.03377244109287858
US National,1 wk ahead,Bin,percent,4.9,5.0,0.025753770722076297
US National,1 wk ahead,Bin,percent,5.0,5.1,0.02641830500215292
US National,1 wk ahead,Bin,percent,5.1,5.2,0.033094338374212384
US National,1 wk ahead,Bin,percent,5.2,5.3,0.02806498878635466
US National,1 wk ahead,Bin,percent,5.3,5.4,0.02319228183478117
US National,1 wk ahead,Bin,percent,5.4,5.5,0.02776113315485418
US National,1 wk ahead,Bin,percent,5.5,5.6,0.027544010896235704
